id,lat,lon,district,well_type,well_depth_m,water_table_depth_m,transmissivity_m2_per_day,hydraulic_conductivity_m_per_day,aquifer_thickness_m,specific_capacity_m3_per_day_per_m,pump_capacity_lpm,pumping_rate_m3_per_day,TDS_mg_per_L,nitrate_mg_per_L,fluoride_mg_per_L,pH,land_use,season,household_water_insecurity_index
50,27.684271400455415,85.38439557539722,Kathmandu,dug,3.31,1.55,101.2,2.844,35.58,0.3791,4.5,6.484,243.7,4.379,0.88,7.78,agriculture,dry,30.36
51,27.7025377022033,85.25766745292944,Kathmandu,dug,7.11,6.68,179.49,4.9417,36.32,0.58,3.34,4.814,584.8,9.227,0.993,6.89,urban,dry,32.61
52,27.777749615973796,85.43891287455745,Bhaktapur,deep_tube,189.51,49.17,96.75,5.7975,16.69,0.7535,105.68,152.182,398.0,6.405,0.699,5.5,urban,dry,32.5
53,27.718481556931906,85.40617024148129,Kathmandu,shallow_tube,15.41,12.25,813.72,18.8029,43.28,7.2733,82.82,119.26,542.3,3.513,1.294,6.88,peri-urban,wet,16.79
54,27.776174151839786,85.41796088193631,Kathmandu,deep_tube,127.78,6.27,210.56,4.9607,42.45,1.2759,466.88,672.314,411.3,3.13,0.081,7.95,peri-urban,wet,8.99
55,27.621396127765394,85.3902569756255,Kathmandu,deep_tube,222.54,1.0,357.26,19.2662,18.54,2.7385,446.54,643.017,262.8,10.467,0.687,7.38,urban,wet,0.0
56,27.604917383291763,85.20553088788225,Kathmandu,shallow_tube,50.98,22.18,41.47,3.354,12.36,0.3466,9.15,13.177,611.8,5.686,1.128,7.53,urban,dry,42.75
57,27.683945463385225,85.35963148691603,Kathmandu,shallow_tube,39.32,7.68,164.28,25.6646,6.4,1.185,88.02,126.749,325.6,7.254,0.799,7.43,urban,wet,10.86
58,27.725244064326283,85.2328112194206,Kathmandu,deep_tube,224.95,29.16,1517.21,108.1897,14.02,9.0012,444.84,640.565,265.8,4.052,1.15,6.97,urban,dry,5.99
59,27.72000410962386,85.27291564467733,Lalitpur,deep_tube,91.98,32.84,293.96,8.0293,36.61,1.904,93.29,134.335,409.1,4.119,0.517,7.69,urban,dry,29.88
60,27.640030048848963,85.24187064556477,Kathmandu,shallow_tube,67.18,12.39,531.36,26.2072,20.28,4.5264,102.7,147.882,450.3,7.126,1.526,6.87,urban,wet,9.53
61,27.77435671331844,85.25480349683951,Bhaktapur,shallow_tube,47.84,11.97,275.01,7.3603,37.36,1.0526,5.0,7.2,561.2,1.614,0.01,7.4,peri-urban,wet,41.17
62,27.748541304239996,85.30637333361202,Kathmandu,shallow_tube,43.37,25.21,1490.0,33.6312,44.3,13.7163,5.0,7.2,283.7,8.747,1.301,7.4,urban,dry,39.85
63,27.78180650413313,85.24492077721756,Kathmandu,deep_tube,169.43,21.51,214.91,8.5832,25.04,1.3149,802.07,1154.978,140.8,4.481,0.587,6.55,urban,dry,20.32
64,27.754694625137322,85.23271841517959,Bhaktapur,shallow_tube,41.15,1.52,910.6,56.237,16.19,6.317,16.46,23.709,546.7,9.883,1.522,7.72,urban,dry,11.48
65,27.641168242007353,85.22797990484943,Kathmandu,dug,7.46,9.18,118.19,2.5135,47.02,0.5353,3.23,4.657,402.2,6.376,0.75,6.15,urban,dry,52.11
66,27.733372851509223,85.23491281368908,Kathmandu,shallow_tube,25.92,10.31,1679.77,38.119,44.07,5.7401,84.8,122.116,538.5,1.954,1.569,7.68,green,wet,14.37
67,27.714121949327765,85.20759676492422,Bhaktapur,shallow_tube,23.85,16.09,106.92,10.9138,9.8,0.7765,47.43,68.306,487.2,2.511,1.185,7.48,agriculture,wet,19.19
68,27.680828064330207,85.28175829039081,Lalitpur,deep_tube,193.29,33.57,335.9,11.3855,29.5,0.6873,50.0,72.0,168.6,3.64,1.255,6.88,urban,dry,19.41
69,27.64545392545263,85.21829898094211,Lalitpur,shallow_tube,29.68,37.67,826.57,31.1172,26.56,1.8227,5.0,7.2,159.5,7.377,1.659,7.54,urban,dry,54.76
70,27.7436246152453,85.43888092398873,Kathmandu,dug,5.49,5.46,233.03,8.6744,26.86,0.9448,2.03,2.929,206.3,0.01,0.782,7.96,peri-urban,wet,34.46
71,27.654524800146707,85.30338727538134,Kathmandu,dug,4.06,11.7,400.05,13.1039,30.53,1.6212,4.94,7.115,557.2,1.132,0.665,7.44,peri-urban,dry,37.88
72,27.72032236402927,85.4047972148567,Bhaktapur,dug,7.0,0.2,160.8,4.0076,40.12,0.6751,4.12,5.926,845.7,4.166,0.303,6.61,peri-urban,dry,31.27
73,27.747374748988836,85.41569926938581,Kathmandu,dug,6.09,2.73,381.75,16.8984,22.59,2.579,5.94,8.558,399.5,6.52,1.294,7.48,urban,wet,31.85
74,27.654832133311963,85.21985484224724,Kathmandu,deep_tube,115.1,5.42,251.14,8.8561,28.36,0.6381,182.36,262.604,609.3,5.928,0.959,6.61,urban,dry,3.03
75,27.73389739103964,85.4485348403053,Lalitpur,shallow_tube,36.09,33.66,321.24,24.9243,12.89,2.4157,56.77,81.755,171.3,6.787,0.509,7.75,urban,dry,29.77
76,27.78543556389589,85.25866052046386,Kathmandu,dug,8.43,9.1,367.45,9.4249,38.99,1.1103,6.51,9.376,567.3,0.821,0.104,6.28,peri-urban,dry,35.39
77,27.67939630341486,85.31180063512622,Lalitpur,shallow_tube,39.91,12.07,455.48,9.7166,46.88,1.335,32.46,46.737,805.3,2.401,0.774,6.87,agriculture,wet,27.1
78,27.616183856610252,85.3007450446913,Kathmandu,shallow_tube,40.42,7.38,358.38,8.184,43.79,3.3624,148.6,213.977,334.1,2.016,0.111,6.67,peri-urban,wet,5.32
79,27.67350688445831,85.21704307734637,Kathmandu,dug,6.11,4.9,167.65,6.0359,27.78,0.9248,5.85,8.424,248.5,5.878,1.104,7.09,urban,wet,31.82
80,27.611632759101095,85.44871657929245,Kathmandu,shallow_tube,30.8,6.22,155.7,3.1233,49.85,1.3253,5.0,7.2,691.5,0.01,0.989,6.52,peri-urban,wet,32.03
81,27.67355187017546,85.30353243813224,Lalitpur,shallow_tube,31.35,0.5,146.49,13.115,11.17,0.9203,10.24,14.739,392.6,6.787,0.551,6.98,urban,dry,5.71
82,27.747471415477563,85.31900453234219,Kathmandu,shallow_tube,62.07,9.6,109.4,4.4307,24.69,0.4417,46.47,66.911,695.3,3.113,0.731,7.85,peri-urban,wet,24.54
83,27.61333040811214,85.32960200548631,Kathmandu,shallow_tube,70.2,16.96,199.23,24.1669,8.24,0.512,17.9,25.776,872.0,7.938,0.357,6.97,urban,dry,32.46
84,27.619679129942682,85.36507567992534,Lalitpur,shallow_tube,49.11,27.3,239.38,7.3258,32.68,1.9622,68.24,98.259,1466.3,8.798,1.344,7.47,urban,dry,47.25
85,27.62561914927324,85.28456687649863,Bhaktapur,dug,3.91,0.2,342.65,21.6441,15.83,1.0184,5.63,8.109,362.4,6.736,0.401,7.62,peri-urban,dry,12.9
86,27.69210789945483,85.41049963822252,Lalitpur,shallow_tube,24.42,21.03,166.93,3.9935,41.8,0.619,99.53,143.325,405.1,5.451,1.047,6.25,peri-urban,dry,18.01
87,27.713004398571805,85.37222132551253,Bhaktapur,shallow_tube,30.66,19.26,139.53,3.403,41.0,0.5068,116.8,168.186,506.9,1.228,0.17,7.34,peri-urban,dry,26.7
88,27.601045922708582,85.39024769000703,Kathmandu,shallow_tube,18.25,5.74,214.48,4.3039,49.84,1.0609,119.08,171.473,314.7,0.01,1.204,8.04,agriculture,dry,1.24
89,27.60064365272086,85.35489733436496,Kathmandu,shallow_tube,42.72,5.23,354.21,11.3895,31.1,2.2995,132.46,190.743,825.9,1.063,0.967,7.2,peri-urban,dry,21.79
90,27.61541165582687,85.214637732311,Kathmandu,shallow_tube,54.22,18.97,252.02,12.7482,19.77,1.3791,46.69,67.238,371.8,5.102,0.856,7.81,urban,dry,21.3
91,27.62366723818468,85.30247622242408,Lalitpur,shallow_tube,68.27,26.91,104.25,16.8715,6.18,0.2287,28.89,41.6,635.4,4.411,0.551,7.72,urban,dry,34.4
92,27.768386713358364,85.24652535446157,Lalitpur,shallow_tube,23.33,14.41,1478.54,59.9611,24.66,11.5859,25.91,37.313,529.9,2.593,0.518,7.38,peri-urban,dry,22.25
93,27.613791603271284,85.21426368028781,Kathmandu,shallow_tube,45.33,15.07,145.61,5.7693,25.24,1.196,49.15,70.769,255.5,4.913,0.162,7.57,urban,dry,10.45
94,27.6043646793551,85.3659474215439,Bhaktapur,shallow_tube,16.56,2.05,499.76,16.418,30.44,2.8544,53.2,76.608,492.9,8.321,0.326,6.69,urban,wet,6.63
95,27.772027938669886,85.38070357580213,Kathmandu,shallow_tube,27.59,12.7,284.75,5.9875,47.56,2.5057,32.06,46.173,1336.0,3.771,1.451,7.9,urban,dry,31.1
96,27.691847975519394,85.21298914438857,Lalitpur,dug,4.58,6.06,1294.65,91.0463,14.22,11.6811,4.12,5.939,156.6,1.908,0.435,7.24,green,dry,31.06
97,27.69956250160686,85.22636842498916,Lalitpur,deep_tube,228.57,7.8,82.21,4.5876,17.92,0.6859,1055.65,1520.142,764.7,3.148,0.531,6.59,peri-urban,wet,15.32
98,27.739179823633762,85.39831533760956,Kathmandu,deep_tube,134.07,16.1,208.62,15.6971,13.29,1.9092,65.71,94.618,515.8,6.25,0.702,7.21,urban,wet,24.86
99,27.793425323051835,85.30444024481878,Bhaktapur,shallow_tube,24.06,7.6,238.43,42.8257,5.57,1.5445,121.72,175.272,457.5,2.292,0.483,7.37,agriculture,wet,7.58
100,27.76381270277233,85.33519843874639,Lalitpur,shallow_tube,59.76,13.59,39.95,0.9452,42.27,0.1871,71.83,103.439,241.7,1.642,0.457,7.0,peri-urban,dry,4.36
101,27.690070195781082,85.38720658424083,Lalitpur,shallow_tube,54.97,10.78,338.92,31.7287,10.68,2.5112,97.79,140.813,204.1,4.174,0.53,6.95,urban,dry,11.92
102,27.72857638201174,85.37353764337746,Kathmandu,shallow_tube,55.43,0.98,465.94,11.5103,40.48,3.4106,66.39,95.606,346.1,2.339,0.707,7.75,peri-urban,wet,2.36
103,27.70932964403756,85.2951001372426,Bhaktapur,dug,4.93,4.25,438.47,10.0509,43.63,1.902,5.59,8.047,483.8,3.914,1.078,7.53,peri-urban,wet,24.05
104,27.622516078082388,85.3759214943652,Kathmandu,dug,2.23,6.17,114.75,2.9849,38.44,0.2737,7.85,11.305,1116.4,3.101,0.352,7.24,agriculture,dry,33.06
105,27.799087503238262,85.41392402345939,Kathmandu,dug,6.7,16.96,470.96,10.5705,44.55,3.0962,1.0,1.44,600.8,8.022,0.506,7.13,urban,dry,52.59
106,27.721417915743753,85.357826888273,Kathmandu,shallow_tube,41.13,0.5,34.51,1.0047,34.35,0.3315,109.16,157.195,577.2,4.413,0.681,6.89,urban,dry,6.4
107,27.628004819510664,85.26920357694783,Bhaktapur,shallow_tube,18.91,5.27,164.24,5.8146,28.25,0.3357,93.38,134.466,282.9,4.812,0.662,6.81,urban,wet,3.73
108,27.723413303223563,85.22845959836916,Kathmandu,shallow_tube,39.72,12.69,76.82,3.2031,23.98,0.4062,60.69,87.386,542.8,3.382,0.391,7.27,peri-urban,wet,10.77
109,27.73731798269852,85.22862190951648,Kathmandu,shallow_tube,26.68,11.6,321.48,37.3467,8.61,1.5554,56.75,81.715,521.5,3.764,0.01,7.3,peri-urban,dry,17.96
110,27.77473971869327,85.38099326386653,Kathmandu,deep_tube,153.5,11.95,248.76,13.6105,18.28,1.4647,207.95,299.443,422.9,3.571,0.918,7.68,urban,dry,14.25
111,27.738498565333845,85.30748276934754,Lalitpur,shallow_tube,55.01,9.61,465.73,10.6842,43.59,4.3467,5.0,7.2,263.9,8.337,0.01,6.71,urban,dry,38.88
112,27.63337204033975,85.30763233461556,Kathmandu,deep_tube,92.14,22.36,1053.53,51.8284,20.33,2.7115,50.0,72.0,246.6,0.01,1.214,8.15,peri-urban,dry,15.52
113,27.628110593515675,85.32139742491485,Kathmandu,shallow_tube,38.47,18.87,215.03,17.6237,12.2,0.4702,39.65,57.093,1043.8,7.246,0.713,7.79,urban,dry,32.48
114,27.796802632642095,85.2721013594547,Bhaktapur,shallow_tube,16.44,4.19,103.7,3.5301,29.38,0.8395,41.23,59.377,835.6,3.005,0.362,6.21,urban,dry,18.05
115,27.71609352019874,85.23479917533642,Kathmandu,shallow_tube,8.0,7.01,674.05,22.0119,30.62,4.6949,32.08,46.2,186.0,7.719,0.066,7.33,urban,wet,16.41
116,27.773993831929538,85.23266308595586,Lalitpur,dug,4.67,8.32,292.2,10.9221,26.75,2.603,1.0,1.44,852.9,5.586,0.339,6.13,urban,wet,63.62
117,27.715455805846627,85.41639428640615,Bhaktapur,shallow_tube,47.82,24.37,249.58,5.523,45.19,0.6239,44.59,64.209,730.4,3.589,0.703,8.18,urban,dry,27.8
118,27.744541391539645,85.37313310788429,Kathmandu,shallow_tube,57.18,12.07,476.07,26.0746,18.26,1.0067,79.0,113.766,545.2,2.632,0.41,7.55,peri-urban,dry,20.94
119,27.75322318655912,85.41148035991944,Lalitpur,dug,4.36,8.18,263.41,12.7271,20.7,0.7607,1.0,1.44,454.6,8.572,0.628,6.4,urban,dry,33.47
120,27.64647686461121,85.27025112472718,Lalitpur,deep_tube,199.77,14.74,266.27,7.8729,33.82,2.6179,50.0,72.0,823.3,0.01,0.7,8.1,peri-urban,dry,28.68
121,27.614355161245303,85.37065430530585,Kathmandu,shallow_tube,47.15,17.17,318.15,7.9756,39.89,1.3271,5.0,7.2,393.3,5.831,0.693,6.89,urban,dry,39.3
122,27.65523391156418,85.37674412186394,Kathmandu,deep_tube,98.49,36.63,143.52,3.3437,42.92,0.6468,491.9,708.331,449.3,7.463,0.917,7.33,urban,dry,25.08
123,27.698762808091388,85.29691220136391,Lalitpur,shallow_tube,54.48,12.78,777.76,79.8405,9.74,6.4201,32.48,46.765,435.0,4.881,0.918,6.48,urban,wet,14.46
124,27.67374143417296,85.2924533139968,Kathmandu,shallow_tube,58.53,7.63,107.64,4.1003,26.25,0.9732,76.82,110.62,210.3,0.887,0.444,7.84,peri-urban,wet,10.13
125,27.66312546875267,85.36120815100558,Kathmandu,shallow_tube,42.88,12.16,259.11,25.8647,10.02,1.5876,79.63,114.671,294.0,0.318,0.172,7.09,urban,dry,3.75
126,27.69857291688949,85.30107243681373,Kathmandu,shallow_tube,39.71,11.47,364.48,19.1489,19.03,2.9858,54.83,78.956,1012.3,3.009,0.873,7.02,green,wet,18.1
127,27.603510472673328,85.27332715269515,Lalitpur,shallow_tube,21.41,2.8,88.9,1.8202,48.84,0.7802,76.81,110.605,600.4,1.373,0.277,7.15,urban,dry,0.0
128,27.74948888131934,85.31845245709948,Kathmandu,deep_tube,151.25,14.19,167.13,11.0373,15.14,0.5961,518.59,746.763,220.3,0.333,0.715,7.45,peri-urban,wet,16.64
129,27.6776331412254,85.36853257388402,Kathmandu,shallow_tube,36.49,20.49,524.12,67.2019,7.8,1.6659,6.44,9.269,364.3,0.01,0.726,8.21,green,dry,40.2
130,27.615247843594716,85.26867595376197,Lalitpur,shallow_tube,8.0,29.83,98.97,6.8668,14.41,0.2375,67.91,97.797,499.8,2.506,0.795,6.84,urban,dry,27.75
131,27.72446865292345,85.44529445919058,Kathmandu,shallow_tube,40.4,9.83,465.39,17.588,26.46,3.6052,78.79,113.458,184.1,2.348,0.165,7.2,peri-urban,wet,15.68
132,27.602420623355222,85.20225961726983,Kathmandu,deep_tube,187.72,7.22,199.72,5.2837,37.8,0.5519,247.15,355.893,384.4,2.895,0.756,7.57,urban,dry,6.8
133,27.798651003084593,85.2112278247489,Lalitpur,shallow_tube,61.29,4.65,509.15,24.1641,21.07,4.2261,66.26,95.413,155.0,5.41,0.943,7.21,urban,wet,0.0
134,27.644170556592602,85.20973249083141,Kathmandu,dug,5.19,5.73,1787.96,57.4833,31.1,10.9666,2.58,3.722,710.7,6.508,1.147,7.02,urban,wet,16.62
135,27.64093602181146,85.34778257581463,Kathmandu,shallow_tube,34.51,12.93,358.83,8.6486,41.49,3.117,99.43,143.181,210.4,0.572,0.805,7.25,peri-urban,dry,15.12
136,27.656494485274003,85.30630704635942,Kathmandu,dug,7.38,0.2,112.9,7.3464,15.37,0.2271,7.04,10.135,200.8,2.834,1.065,7.8,peri-urban,dry,6.32
137,27.763355893301128,85.24540349193916,Kathmandu,deep_tube,114.15,44.36,368.52,12.4913,29.5,2.8282,568.11,818.074,284.2,5.107,0.036,7.69,urban,dry,35.8
138,27.620503192813295,85.32846361605169,Kathmandu,shallow_tube,56.23,25.53,469.54,12.4203,37.8,4.1759,83.56,120.323,276.2,5.933,0.158,7.42,urban,dry,23.5
139,27.745411352323078,85.34051819860065,Bhaktapur,shallow_tube,23.62,3.9,1100.77,179.4617,6.13,9.5898,47.59,68.527,525.5,10.709,0.94,7.2,urban,wet,4.12
140,27.743690789464512,85.4156601177873,Kathmandu,deep_tube,30.0,37.09,120.65,2.7288,44.21,0.8906,172.71,248.707,635.7,3.818,0.717,7.02,peri-urban,dry,32.88
141,27.709771733015472,85.27190818226092,Kathmandu,shallow_tube,17.16,12.96,261.75,6.5,40.27,1.1219,122.53,176.449,269.6,7.461,0.407,7.89,urban,wet,16.68
142,27.726456430727527,85.24974803473987,Kathmandu,shallow_tube,35.59,10.58,287.15,35.7254,8.04,1.7658,40.78,58.729,229.7,1.036,1.309,6.65,peri-urban,dry,0.0
143,27.652855252631728,85.25133323467671,Kathmandu,shallow_tube,54.23,0.5,351.75,41.8687,8.4,3.3808,28.13,40.511,339.8,6.279,1.134,7.79,urban,wet,9.03
144,27.722001483415898,85.27822684855342,Kathmandu,shallow_tube,36.78,20.39,859.55,36.7852,23.37,1.825,5.0,7.2,544.6,6.954,0.885,7.48,urban,dry,38.32
145,27.79540139088779,85.22547327521823,Kathmandu,shallow_tube,43.38,1.77,202.08,8.2321,24.55,1.5737,50.63,72.911,379.7,2.918,0.896,7.38,peri-urban,wet,7.59
146,27.60274911080227,85.26209406509246,Kathmandu,shallow_tube,65.58,4.75,372.13,7.7824,47.82,3.2405,69.99,100.782,530.9,2.367,0.72,7.63,green,wet,14.01
147,27.704289804833376,85.2171146798334,Kathmandu,deep_tube,214.38,65.06,235.36,6.7263,34.99,1.9533,1149.48,1655.257,255.0,4.025,1.311,7.47,urban,dry,45.4
148,27.612801269321725,85.40618580933676,Kathmandu,shallow_tube,29.64,13.81,1099.98,31.8995,34.48,4.49,38.84,55.932,338.2,8.163,0.294,7.49,urban,dry,19.53
