household_id,lat,lon,aquifer_id,uses_piped_water,uses_groundwater_well,uses_tanker,household_size,season,per_capita_lpcd,water_insecurity_index
HH_00089,27.698597,85.317976,AQ_0333,True,False,True,8,dry,93.76,43.25
HH_00090,27.766388,85.30088,AQ_0171,True,True,True,1,wet,79.32,14.02
HH_00091,27.66666,85.322982,AQ_0052,False,False,False,8,wet,17.42,82.7
HH_00092,27.758791,85.321621,AQ_0459,True,False,False,1,wet,88.37,27.03
HH_00093,27.666809,85.226705,AQ_0361,True,False,False,7,wet,62.31,18.58
HH_00094,27.692135,85.276772,AQ_0500,False,True,False,8,wet,69.59,27.77
HH_00095,27.607032,85.280786,AQ_0102,True,False,False,2,wet,122.99,19.36
HH_00096,27.671312,85.311826,AQ_0421,True,False,False,5,wet,116.67,17.06
HH_00097,27.793104,85.294337,AQ_0422,True,True,False,8,wet,62.79,12.78
HH_00098,27.691553,85.38988,AQ_0010,True,False,False,6,wet,63.78,35.16
HH_00099,27.641198,85.377324,AQ_0302,True,False,False,2,wet,78.86,17.55
HH_00100,27.755173,85.284683,AQ_0077,True,False,False,1,dry,65.95,13.33
HH_00101,27.712747,85.251245,AQ_0380,False,False,False,3,dry,31.21,49.32
HH_00102,27.77488,85.288132,AQ_0475,True,False,False,1,dry,79.47,21.02
HH_00103,27.744537,85.279806,AQ_0233,True,False,False,2,dry,71.48,17.61
HH_00104,27.616388,85.248995,AQ_0416,True,True,False,4,dry,48.09,6.64
HH_00105,27.788753,85.444122,AQ_0122,True,True,False,2,wet,93.6,32.26
HH_00106,27.708965,85.267436,AQ_0067,False,False,False,5,wet,37.02,40.82
HH_00107,27.74048,85.364725,AQ_0206,True,True,True,3,wet,72.43,60.23
HH_00108,27.622729,85.20098,AQ_0236,False,False,False,6,wet,42.18,28.87
HH_00109,27.799892,85.400568,AQ_0038,False,False,False,5,dry,36.68,46.12
HH_00110,27.660013,85.237816,AQ_0095,False,False,False,6,dry,56.11,45.18
HH_00111,27.656935,85.293993,AQ_0250,True,True,True,8,dry,76.46,24.25
HH_00112,27.615497,85.204507,AQ_0147,True,False,False,3,dry,100.82,9.0
HH_00113,27.620466,85.302625,AQ_0278,True,True,False,8,wet,83.74,23.94
HH_00114,27.760365,85.316594,AQ_0180,False,False,True,6,dry,82.6,27.23
HH_00115,27.672333,85.2271,AQ_0361,True,False,False,3,dry,77.33,18.58
HH_00116,27.633624,85.328065,AQ_0109,True,False,True,2,dry,79.07,19.08
HH_00117,27.697475,85.356273,AQ_0041,True,True,False,4,wet,82.21,77.27
HH_00118,27.708043,85.212581,AQ_0374,False,False,False,2,wet,49.25,16.83
HH_00119,27.612581,85.246837,AQ_0416,True,False,False,5,dry,59.81,5.49
HH_00120,27.767216,85.238697,AQ_0451,True,True,False,3,dry,79.48,27.24
HH_00121,27.660235,85.262244,AQ_0292,True,False,False,1,dry,47.43,24.64
HH_00122,27.69779,85.301852,AQ_0231,True,False,False,5,dry,59.21,9.86
HH_00123,27.797314,85.213982,AQ_0287,False,False,False,8,wet,31.99,61.43
HH_00124,27.767288,85.327985,AQ_0252,True,True,False,7,wet,83.02,26.02
HH_00125,27.705402,85.340399,AQ_0058,True,False,True,7,wet,70.94,12.37
HH_00126,27.663763,85.348374,AQ_0368,True,True,True,6,wet,70.13,45.26
HH_00127,27.642024,85.229083,AQ_0218,False,True,False,2,wet,91.68,33.32
HH_00128,27.659443,85.233907,AQ_0095,True,True,False,3,dry,83.05,36.18
HH_00129,27.629126,85.374358,AQ_0499,True,False,False,7,dry,93.71,25.53
HH_00130,27.787496,85.372982,AQ_0124,False,False,False,6,dry,44.22,37.53
HH_00131,27.63117,85.260861,AQ_0308,False,False,False,8,wet,33.63,40.72
HH_00132,27.614504,85.37582,AQ_0472,True,True,False,8,dry,81.0,14.62
HH_00133,27.680505,85.43001,AQ_0183,True,True,True,8,wet,66.13,38.67
HH_00134,27.789571,85.264639,AQ_0496,True,True,True,3,wet,85.09,31.9
HH_00135,27.667442,85.300565,AQ_0413,False,False,False,7,dry,35.93,35.2
HH_00136,27.624664,85.300243,AQ_0373,True,True,False,2,wet,66.85,83.18
HH_00137,27.670142,85.39321,AQ_0466,True,False,False,2,dry,64.22,11.36
HH_00138,27.67331,85.293338,AQ_0413,False,True,False,6,wet,87.56,26.76
HH_00139,27.630282,85.399613,AQ_0094,False,True,False,1,dry,55.77,98.58
HH_00140,27.673344,85.226451,AQ_0361,True,False,False,8,dry,82.86,18.58
HH_00141,27.725641,85.230343,AQ_0064,True,False,False,6,dry,95.98,14.89
HH_00142,27.782268,85.338525,AQ_0252,True,False,False,6,wet,42.78,30.35
HH_00143,27.6349,85.294676,AQ_0254,False,True,False,6,wet,88.42,29.09
HH_00144,27.730145,85.416705,AQ_0090,True,False,False,1,wet,100.03,16.45
HH_00145,27.778795,85.429948,AQ_0146,True,False,False,4,dry,73.76,17.43
HH_00146,27.748102,85.389232,AQ_0173,True,True,False,7,dry,55.82,26.35
HH_00147,27.721343,85.241697,AQ_0004,False,True,False,2,dry,83.75,27.95
HH_00148,27.617227,85.315952,AQ_0141,True,True,True,4,wet,97.64,43.52
HH_00149,27.634795,85.284369,AQ_0165,True,False,False,1,dry,71.08,7.14
HH_00150,27.709975,85.354896,AQ_0079,True,False,False,8,wet,75.06,11.82
HH_00151,27.732698,85.409073,AQ_0182,True,True,False,6,wet,72.65,12.09
HH_00152,27.770307,85.239153,AQ_0451,True,False,False,5,wet,74.49,27.24
HH_00153,27.794952,85.410635,AQ_0383,True,True,False,4,wet,87.78,19.31
HH_00154,27.619475,85.275766,AQ_0247,False,False,False,8,wet,40.01,33.89
HH_00155,27.727645,85.287502,AQ_0296,True,False,False,5,wet,124.11,17.07
HH_00156,27.730546,85.263917,AQ_0313,True,False,False,7,wet,103.99,15.82
HH_00157,27.672913,85.41092,AQ_0312,False,False,False,5,dry,42.6,65.85
HH_00158,27.712531,85.390547,AQ_0495,True,False,False,8,dry,63.79,25.02
HH_00159,27.742721,85.251878,AQ_0420,True,False,False,5,dry,91.06,33.84
HH_00160,27.686423,85.441648,AQ_0185,True,False,False,1,dry,75.57,10.4
HH_00161,27.690443,85.235696,AQ_0071,True,True,False,8,dry,81.41,33.17
HH_00162,27.663944,85.417025,AQ_0251,True,True,False,3,wet,77.44,30.79
HH_00163,27.77625,85.287547,AQ_0475,True,False,False,4,wet,84.44,21.02
HH_00164,27.662302,85.395731,AQ_0408,True,False,False,2,dry,64.59,23.54
HH_00165,27.688531,85.321317,AQ_0333,True,False,False,3,wet,68.92,43.25
HH_00166,27.688625,85.294048,AQ_0063,False,True,False,7,wet,106.17,37.76
HH_00167,27.673468,85.331487,AQ_0300,True,False,False,5,dry,62.81,16.68
HH_00168,27.704851,85.367682,AQ_0498,True,False,True,6,wet,102.82,35.34
HH_00169,27.653888,85.269381,AQ_0395,True,False,False,3,wet,82.9,62.76
HH_00170,27.715437,85.36193,AQ_0329,True,False,False,8,wet,85.62,27.82
HH_00171,27.60586,85.354526,AQ_0167,False,True,False,5,dry,126.26,31.08
HH_00172,27.671885,85.220368,AQ_0288,True,False,False,7,wet,92.53,39.87
HH_00173,27.638668,85.437686,AQ_0040,True,False,True,3,wet,62.45,23.15
HH_00174,27.610542,85.209392,AQ_0350,True,True,False,4,wet,31.91,36.27
HH_00175,27.743436,85.334524,AQ_0285,False,False,False,1,wet,15.54,53.36
HH_00176,27.74895,85.242059,AQ_0152,True,False,True,2,wet,81.11,21.22
HH_00177,27.637987,85.315178,AQ_0216,True,False,False,5,dry,54.34,28.29
HH_00178,27.729048,85.362743,AQ_0204,True,False,False,4,dry,57.05,27.81
HH_00179,27.764903,85.304427,AQ_0340,False,False,False,6,wet,37.4,46.66
HH_00180,27.796001,85.349065,AQ_0177,False,False,False,4,dry,31.59,34.61
HH_00181,27.741947,85.201839,AQ_0470,True,False,False,8,wet,68.89,7.59
HH_00182,27.713846,85.430193,AQ_0160,True,False,True,4,dry,72.39,24.73
HH_00183,27.793684,85.335138,AQ_0335,True,False,False,4,wet,93.33,14.11
HH_00184,27.734722,85.216225,AQ_0271,True,False,False,8,dry,70.87,22.65
HH_00185,27.693145,85.260061,AQ_0119,True,False,True,8,wet,30.57,31.96
HH_00186,27.716429,85.289193,AQ_0248,False,True,False,4,dry,41.84,26.7
HH_00187,27.632854,85.32593,AQ_0109,True,True,True,1,dry,80.84,19.08
HH_00188,27.667674,85.433881,AQ_0061,False,False,False,3,dry,49.35,32.32
HH_00189,27.782442,85.252337,AQ_0073,False,False,False,7,wet,43.49,56.18
HH_00190,27.70601,85.20696,AQ_0210,False,True,False,7,wet,98.03,24.52
HH_00191,27.649331,85.314904,AQ_0479,True,False,False,3,wet,98.33,25.21
HH_00192,27.748527,85.269942,AQ_0135,True,False,False,3,dry,109.03,17.15
HH_00193,27.712991,85.222036,AQ_0020,False,False,False,8,wet,62.62,42.02
HH_00194,27.73868,85.447661,AQ_0224,True,False,False,6,dry,62.63,17.15
HH_00195,27.655578,85.324547,AQ_0325,True,False,False,2,dry,60.04,33.45
HH_00196,27.77139,85.371052,AQ_0485,False,False,False,1,dry,10.27,42.19
HH_00197,27.776488,85.250878,AQ_0073,True,True,True,1,dry,66.14,43.28
HH_00198,27.662918,85.328022,AQ_0311,False,False,False,4,dry,46.0,30.46
HH_00199,27.788138,85.211945,AQ_0176,True,False,False,6,wet,98.8,28.89
HH_00200,27.679211,85.249789,AQ_0158,True,False,False,4,wet,72.21,34.13
HH_00201,27.684959,85.296388,AQ_0063,True,True,False,3,wet,82.86,28.76
HH_00202,27.701023,85.447093,AQ_0014,True,True,False,7,wet,84.53,19.54
HH_00203,27.693056,85.214559,AQ_0107,True,False,False,3,wet,71.26,18.47
HH_00204,27.631381,85.436891,AQ_0473,True,True,False,3,wet,47.48,15.57
HH_00205,27.75337,85.267072,AQ_0135,False,False,False,3,wet,63.82,26.15
HH_00206,27.788256,85.420409,AQ_0043,True,True,False,8,wet,93.03,15.95
HH_00207,27.703038,85.393663,AQ_0026,True,False,True,5,wet,114.85,99.07
HH_00208,27.622948,85.231534,AQ_0497,True,False,False,4,dry,108.98,19.86
HH_00209,27.705907,85.267215,AQ_0067,True,False,False,1,dry,73.56,24.03
HH_00210,27.707839,85.442204,AQ_0299,False,False,True,8,dry,64.37,26.62
HH_00211,27.696843,85.2159,AQ_0107,True,False,False,4,wet,104.09,18.47
HH_00212,27.79937,85.307586,AQ_0371,False,True,False,6,wet,83.65,16.94
HH_00213,27.66406,85.426663,AQ_0369,True,False,False,2,wet,89.04,19.08
HH_00214,27.681143,85.210271,AQ_0288,False,True,False,6,wet,55.82,48.87
HH_00215,27.669458,85.266307,AQ_0292,True,False,False,1,wet,86.26,23.09
HH_00216,27.653609,85.402866,AQ_0242,True,False,False,5,dry,74.34,15.25
HH_00217,27.611072,85.33453,AQ_0205,True,True,False,4,wet,94.12,100.0
HH_00218,27.764779,85.36188,AQ_0293,True,False,False,8,wet,103.81,13.59
HH_00219,27.793789,85.378489,AQ_0437,True,False,False,3,wet,80.65,18.66
HH_00220,27.623413,85.332044,AQ_0234,True,False,False,1,dry,86.5,17.22
HH_00221,27.625375,85.348123,AQ_0283,False,True,False,1,dry,114.1,32.74
HH_00222,27.602009,85.24871,AQ_0326,True,False,False,3,dry,65.99,41.38
HH_00223,27.698266,85.437626,AQ_0105,True,False,True,8,wet,55.33,35.37
HH_00224,27.742939,85.350948,AQ_0428,True,False,False,1,wet,42.03,33.72
HH_00225,27.659785,85.302704,AQ_0132,True,True,False,7,dry,66.15,15.54
HH_00226,27.605168,85.255445,AQ_0075,True,True,True,4,wet,61.26,19.82
HH_00227,27.756094,85.250294,AQ_0257,False,True,False,6,wet,78.99,54.85
HH_00228,27.601994,85.221192,AQ_0110,True,True,False,5,dry,57.07,65.86
HH_00229,27.761525,85.392868,AQ_0289,True,False,False,2,wet,73.26,32.66
HH_00230,27.75657,85.411378,AQ_0220,True,False,True,1,dry,74.48,36.46
HH_00231,27.759816,85.32712,AQ_0009,True,False,False,6,dry,82.49,21.54
HH_00232,27.745433,85.44519,AQ_0230,False,False,False,8,wet,33.24,43.4
HH_00233,27.631139,85.256416,AQ_0093,True,True,False,1,dry,83.38,18.78
HH_00234,27.637381,85.216665,AQ_0295,False,True,False,3,wet,67.55,25.48
HH_00235,27.799712,85.206204,AQ_0130,False,True,False,7,wet,71.5,30.3
HH_00236,27.768323,85.338655,AQ_0046,True,False,False,2,wet,101.16,11.3
HH_00237,27.780326,85.431548,AQ_0154,True,False,False,6,wet,95.96,19.87
HH_00238,27.777654,85.314985,AQ_0460,False,True,False,8,wet,56.47,27.7
HH_00239,27.721395,85.247125,AQ_0366,True,False,False,3,wet,79.22,17.93
HH_00240,27.617223,85.339784,AQ_0025,True,False,False,2,dry,40.41,17.55
HH_00241,27.700557,85.236109,AQ_0179,True,True,False,3,wet,41.38,61.92
HH_00242,27.704366,85.346414,AQ_0163,True,True,True,5,wet,66.51,65.85
HH_00243,27.601699,85.390251,AQ_0461,True,True,True,3,wet,62.37,16.73
HH_00244,27.610587,85.388733,AQ_0211,True,False,False,1,dry,97.27,23.09
HH_00245,27.791035,85.260038,AQ_0330,True,True,False,6,wet,60.16,31.62
HH_00246,27.715387,85.23871,AQ_0390,True,False,False,4,dry,62.03,13.9
HH_00247,27.671239,85.374253,AQ_0240,True,True,False,5,wet,38.79,25.43
HH_00248,27.68405,85.340528,AQ_0282,True,True,False,5,wet,101.82,18.54
HH_00249,27.601173,85.219627,AQ_0110,False,True,False,8,dry,80.28,74.86
HH_00250,27.654137,85.292623,AQ_0250,True,True,True,7,wet,84.53,24.25
HH_00251,27.713784,85.420427,AQ_0468,False,True,False,8,wet,85.09,37.2
HH_00252,27.682061,85.317675,AQ_0435,True,False,False,3,wet,67.56,29.07
HH_00253,27.60983,85.247766,AQ_0416,True,False,False,6,dry,67.9,5.49
HH_00254,27.660332,85.296005,AQ_0250,False,False,False,8,dry,55.42,33.25
HH_00255,27.77088,85.38725,AQ_0191,True,True,False,6,dry,61.45,27.42
HH_00256,27.6504,85.430189,AQ_0174,False,True,False,3,dry,65.72,32.81
HH_00257,27.716318,85.33337,AQ_0427,False,False,False,8,wet,14.36,50.77
HH_00258,27.761421,85.330822,AQ_0017,False,True,False,7,wet,104.6,35.42
HH_00259,27.62335,85.232266,AQ_0497,True,True,False,3,wet,94.49,19.86
HH_00260,27.66167,85.417385,AQ_0251,False,True,False,8,wet,81.22,39.79
HH_00261,27.752819,85.261953,AQ_0321,True,False,False,7,dry,56.8,19.75
HH_00262,27.674254,85.325425,AQ_0052,False,True,False,2,dry,83.56,63.15
HH_00263,27.745094,85.228308,AQ_0320,False,False,False,1,wet,33.91,35.1
HH_00264,27.708165,85.40459,AQ_0011,False,True,False,2,dry,26.16,39.79
HH_00265,27.634336,85.401958,AQ_0094,True,True,False,4,wet,90.63,89.58
HH_00266,27.739906,85.303004,AQ_0389,True,False,False,3,wet,116.7,22.89
HH_00267,27.62768,85.366441,AQ_0290,False,False,False,2,dry,65.87,27.14
HH_00268,27.6676,85.426717,AQ_0369,False,False,False,6,wet,45.87,30.55
HH_00269,27.717474,85.221351,AQ_0375,False,False,False,2,wet,63.72,29.02
HH_00270,27.758827,85.323649,AQ_0009,False,False,True,1,dry,66.43,30.54
HH_00271,27.77895,85.266917,AQ_0005,True,True,True,3,dry,87.79,100.0
HH_00272,27.779251,85.371428,AQ_0196,True,False,False,7,wet,76.06,6.86
HH_00273,27.771796,85.222193,AQ_0415,True,False,True,7,wet,71.98,29.5
HH_00274,27.635666,85.259842,AQ_0093,True,False,True,7,wet,96.32,18.78
HH_00275,27.683594,85.262798,AQ_0265,True,True,False,2,dry,57.32,16.48
HH_00276,27.659235,85.343071,AQ_0082,False,False,False,4,wet,33.99,41.0
HH_00277,27.688371,85.28668,AQ_0063,True,False,False,6,wet,89.22,28.76
HH_00278,27.751358,85.283,AQ_0233,True,False,False,8,dry,77.2,17.61
HH_00279,27.748888,85.237995,AQ_0152,False,False,False,2,dry,31.1,41.56
HH_00280,27.76154,85.261587,AQ_0488,True,True,True,6,dry,56.36,20.01
HH_00281,27.612651,85.232927,AQ_0049,True,False,True,7,wet,87.22,12.63
HH_00282,27.65064,85.338824,AQ_0082,True,False,False,3,dry,89.43,22.39
HH_00283,27.705516,85.363859,AQ_0436,True,True,False,8,dry,81.26,20.66
HH_00284,27.661874,85.373533,AQ_0123,False,False,False,4,wet,34.35,40.8
HH_00285,27.603225,85.293164,AQ_0070,False,False,False,8,wet,49.15,44.93
HH_00286,27.614547,85.397533,AQ_0051,False,False,True,1,dry,34.57,39.75
HH_00287,27.643556,85.369259,AQ_0125,True,True,False,3,wet,85.54,26.16
HH_00288,27.748177,85.365465,AQ_0491,True,False,False,2,dry,96.43,37.87
HH_00289,27.671106,85.402215,AQ_0467,True,False,False,1,wet,91.97,11.52
HH_00290,27.74908,85.294739,AQ_0362,True,False,True,4,wet,45.5,24.94
HH_00291,27.660554,85.314837,AQ_0264,False,True,False,2,wet,120.27,57.69
HH_00292,27.780655,85.224637,AQ_0186,False,True,False,4,wet,91.25,35.23
HH_00293,27.646416,85.377225,AQ_0391,False,False,False,3,dry,39.83,48.5
HH_00294,27.683021,85.222335,AQ_0288,False,False,False,5,dry,39.48,55.19
HH_00295,27.687556,85.257684,AQ_0119,True,False,False,5,dry,89.53,20.3
HH_00296,27.615105,85.406895,AQ_0015,True,False,False,1,wet,65.06,19.95
HH_00297,27.685534,85.349016,AQ_0392,False,True,False,4,dry,67.32,29.58
HH_00298,27.61794,85.440386,AQ_0222,False,False,False,7,wet,30.15,42.14
HH_00299,27.761452,85.314908,AQ_0180,True,False,False,7,wet,60.31,18.23
HH_00300,27.712633,85.435944,AQ_0160,True,False,False,7,wet,70.97,24.73
HH_00301,27.600766,85.259531,AQ_0200,True,False,False,8,wet,83.5,34.12
HH_00302,27.772369,85.319277,AQ_0457,True,False,False,2,wet,60.69,15.48
HH_00303,27.798913,85.369793,AQ_0384,True,False,False,7,dry,43.03,49.03
HH_00304,27.711576,85.276077,AQ_0444,False,False,False,6,wet,29.54,40.84
HH_00305,27.617292,85.200357,AQ_0147,True,False,False,8,wet,104.51,9.0
HH_00306,27.714463,85.449802,AQ_0299,False,False,True,8,dry,68.7,26.62
HH_00307,27.657369,85.270114,AQ_0395,True,False,False,1,wet,74.06,62.76
HH_00308,27.657037,85.39821,AQ_0242,True,False,True,5,dry,66.58,15.25
HH_00309,27.781151,85.443772,AQ_0154,False,False,True,6,wet,88.7,28.87
HH_00310,27.665651,85.22821,AQ_0361,True,False,False,1,wet,73.89,18.58
HH_00311,27.774005,85.359026,AQ_0184,True,False,False,7,dry,67.46,17.58
HH_00312,27.657452,85.384199,AQ_0432,False,True,False,3,dry,50.33,31.27
HH_00313,27.690683,85.44732,AQ_0105,True,False,True,6,dry,69.15,35.37
HH_00314,27.69638,85.325783,AQ_0333,False,False,True,2,dry,63.23,52.25
HH_00315,27.663187,85.38231,AQ_0262,True,False,True,6,wet,88.16,17.74
HH_00316,27.710109,85.406472,AQ_0315,False,True,False,3,dry,78.39,22.9
HH_00317,27.660701,85.29962,AQ_0132,True,False,False,3,wet,73.02,15.54
HH_00318,27.657116,85.440403,AQ_0212,True,True,False,7,wet,40.84,28.75
HH_00319,27.662569,85.224511,AQ_0145,False,True,True,2,wet,66.2,27.8
HH_00320,27.622109,85.254847,AQ_0170,True,False,False,4,wet,80.84,18.81
HH_00321,27.69287,85.308313,AQ_0231,True,True,False,5,dry,83.57,9.86
HH_00322,27.685264,85.283426,AQ_0500,False,False,False,4,wet,52.06,27.77
HH_00323,27.663294,85.393499,AQ_0408,True,True,False,4,wet,77.77,23.54
HH_00324,27.626176,85.258891,AQ_0308,True,True,False,2,dry,97.95,21.89
HH_00325,27.786501,85.414876,AQ_0043,False,False,True,7,wet,76.86,24.95
HH_00326,27.704065,85.443811,AQ_0014,True,True,False,2,dry,105.36,19.54
HH_00327,27.793154,85.253817,AQ_0330,True,True,False,1,wet,69.51,31.62
HH_00328,27.642707,85.369023,AQ_0125,True,False,False,7,wet,90.78,26.16
HH_00329,27.681,85.432886,AQ_0183,False,True,False,3,wet,80.5,47.67
HH_00330,27.783704,85.426028,AQ_0043,True,True,False,3,wet,62.31,15.95
